SMILES;cpd;ChEBI;compoundname;value_NR_AR;label_NR_AR;value_NR_AR_LBD;label_NR_AR_LBD;value_NR_AhR;label_NR_AhR;value_NR_Aromatase;label_NR_Aromatase;value_NR_ER;label_NR_ER;value_NR_ER_LBD;label_NR_ER_LBD;value_NR_PPAR_gamma;label_NR_PPAR_gamma;value_NR_GR;label_NR_GR;value_NR_TR;label_NR_TR;value_SR_ARE;label_SR_ARE;value_SR_ATAD5;label_SR_ATAD5;value_SR_HSE;label_SR_HSE;value_SR_MMP;label_SR_MMP;value_SR_p53;label_SR_p53;value_Gen_AMES_Mutagenesis;label_Gen_AMES_Mutagenesis;value_Gen_Carcinogenesis;label_Gen_Carcinogenesis;value_Gen_Micronucleus;label_Gen_Micronucleus;value_Env_Fathead_Minnow;label_Env_Fathead_Minnow;value_Env_T_Pyriformis;label_Env_T_Pyriformis;value_Env_Honey_Bee;label_Env_Honey_Bee;value_Env_Biodegradation;label_Env_Biodegradation;value_Env_Crustacean;label_Env_Crustacean;value_Env_Avian;label_Env_Avian;value_Org_Skin_Sensitisation;label_Org_Skin_Sensitisation;value_Org_hERG_I_Inhibitor;label_Org_hERG_I_Inhibitor;value_Org_hERG_II_Inhibitor;label_Org_hERG_II_Inhibitor;value_Org_Liver_Injury_I;label_Org_Liver_Injury_I;value_Org_Liver_Injury_II;label_Org_Liver_Injury_II;value_Org_Eye_Irritation;label_Org_Eye_Irritation;value_Org_Eye_Corrosion;label_Org_Eye_Corrosion;value_Org_Respiratory_Disease;label_Org_Respiratory_Disease
[O-][N+](=O)c1ccccc1;C06813;27798;Nitrobenzene;0;High Safety;0;High Safety;0.02;High Safety;0.09;High Safety;0.06;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.06;High Safety;0.01;High Safety;0;High Safety;0.02;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.5;Low Toxicity;0.16;High Safety;1;High Toxicity;0.07;High Safety;0.31;Medium Safety;0;High Safety;0.01;High Safety;0.91;High Toxicity;0.01;High Safety;0.18;Medium Safety;0.35;Low Safety;0.39;Low Safety;1;High Toxicity;0.94;High Toxicity;0.1;High Safety
[O-][N+](=O)O[Pb]O[N+]([O-])=O;C15234;37187;Lead nitrate;0.01;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0.05;High Safety;0.01;High Safety;0.01;High Safety;0.07;High Safety;0.1;High Safety;0.34;Low Safety;0.03;High Safety;0.06;High Safety;0.05;High Safety;0.02;High Safety;0.69;Medium Toxicity;0.15;High Safety;0.5;Low Toxicity;0.53;Low Toxicity;0.57;Low Toxicity;0.04;High Safety;0.02;High Safety;0.16;High Safety;0.01;High Safety;0.78;Medium Toxicity;0.04;High Safety;0.29;Medium Safety;0.01;High Safety;0.36;Low Safety;0.97;High Toxicity;0.58;Low Toxicity;0.34;Low Safety
[O-]C(=O)c1ccccc1C([O-])=O;C01606;17563;Phthalate;0.02;High Safety;0.02;High Safety;0.11;High Safety;0.01;High Safety;0.12;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0.02;High Safety;0.07;High Safety;0.01;High Safety;0.04;High Safety;0.32;Medium Safety;0.02;High Safety;0.15;High Safety;0.15;High Safety;0.5;Low Toxicity;0.36;Low Safety;0.21;Medium Safety;0.21;Medium Safety;0.91;High Toxicity;0.1;High Safety;0;High Safety;0.35;Low Safety;0.01;High Safety;0.06;High Safety;0.22;Medium Safety;0.27;Medium Safety;1;High Toxicity;0.76;Medium Toxicity;0.15;High Safety
[O-]N=O;C00088;16301;Nitrite;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.05;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.1;High Safety;0.01;High Safety;0;High Safety;0.06;High Safety;0.01;High Safety;0.72;Medium Toxicity;0.15;High Safety;0.5;Low Toxicity;0.22;Medium Safety;0.33;Medium Safety;0.14;High Safety;0.84;High Toxicity;0.46;Low Safety;0.01;High Safety;0.7;Medium Toxicity;0.02;High Safety;0.3;Medium Safety;0;High Safety;0.43;Low Safety;0.98;High Toxicity;0.68;Medium Toxicity;0.34;Low Safety
[Pb];C06696;25016;Lead;0.05;High Safety;0.06;High Safety;0;High Safety;0;High Safety;0.12;High Safety;0.02;High Safety;0.01;High Safety;0.01;High Safety;0.05;High Safety;0.11;High Safety;0;High Safety;0.01;High Safety;0.07;High Safety;0.05;High Safety;0.02;High Safety;0.15;High Safety;0.5;Low Toxicity;0.12;High Safety;0.7;Medium Toxicity;1;High Toxicity;0.03;High Safety;0.23;Medium Safety;0.01;High Safety;0.44;Low Safety;0.03;High Safety;0.26;Medium Safety;0.01;High Safety;0.42;Low Safety;0.96;High Toxicity;0.71;Medium Toxicity;0.08;High Safety
[Sr++];C13884;35104;Strontium cation;0.05;High Safety;0.13;High Safety;0;High Safety;0;High Safety;0.12;High Safety;0.02;High Safety;0.01;High Safety;0.15;High Safety;0.11;High Safety;0.17;Medium Safety;0.01;High Safety;0;High Safety;0.33;Medium Safety;0.07;High Safety;0.05;High Safety;0.15;High Safety;0.5;Low Toxicity;0.12;High Safety;0.73;Medium Toxicity;1;High Toxicity;0.01;High Safety;0.16;High Safety;0.01;High Safety;0.46;Low Safety;0.06;High Safety;0.3;Medium Safety;0.01;High Safety;0.4;Low Safety;0.96;High Toxicity;0.49;Low Safety;0.3;Medium Safety
[V];C06267;27698;Vanadium;0;High Safety;0.13;High Safety;0;High Safety;0;High Safety;0.12;High Safety;0.07;High Safety;0.01;High Safety;0.09;High Safety;0.13;High Safety;0;High Safety;0;High Safety;0.05;High Safety;0;High Safety;0.01;High Safety;0.18;Medium Safety;0.15;High Safety;0.5;Low Toxicity;0.16;High Safety;0.37;Low Safety;1;High Toxicity;0.67;Medium Toxicity;0.05;High Safety;0.01;High Safety;0.44;Low Safety;0.02;High Safety;0.3;Medium Safety;0.01;High Safety;0.63;Low Toxicity;0.96;High Toxicity;0.49;Low Safety;0.11;High Safety
[Zn];C00038;27363;Zinc cation;0;High Safety;0.13;High Safety;0;High Safety;0;High Safety;0.12;High Safety;0.19;Medium Safety;0.01;High Safety;0.1;High Safety;0.13;High Safety;0;High Safety;0;High Safety;0.06;High Safety;0;High Safety;0.01;High Safety;0.18;Medium Safety;0.15;High Safety;0.5;Low Toxicity;0.17;Medium Safety;0.37;Low Safety;1;High Toxicity;0.41;Low Safety;0.05;High Safety;0.01;High Safety;0.45;Low Safety;0.02;High Safety;0.37;Low Safety;0.01;High Safety;0.63;Low Toxicity;0.96;High Toxicity;0.49;Low Safety;0.07;High Safety
BrC(Br)C#N;C19396;82445;Dibromoacetonitrile;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.06;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0.01;High Safety;0.7;Medium Toxicity;0.19;Medium Safety;0;High Safety;0.01;High Safety;0.02;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.16;High Safety;1;High Toxicity;0.8;Medium Toxicity;0.02;High Safety;0.58;Low Toxicity;0.01;High Safety;0.61;Low Toxicity;0.08;High Safety;0.37;Low Safety;0.04;High Safety;0.28;Medium Safety;0.32;Medium Safety;0.89;High Toxicity;0.07;High Safety
BrCCBr;C11088;28534;1.2-Dibromoethane;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.07;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0.02;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.15;High Safety;0.84;High Toxicity;0.84;High Toxicity;0.03;High Safety;0.5;Low Toxicity;0.01;High Safety;0.43;Low Safety;0.08;High Safety;0.31;Medium Safety;0.02;High Safety;0.21;Medium Safety;0.99;High Toxicity;0.97;High Toxicity;0;High Safety
C#N;C01326;18407;Hydrogen cyanide;0;High Safety;0.04;High Safety;0;High Safety;0;High Safety;0.08;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0.02;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0.26;Medium Safety;0.15;High Safety;0.5;Low Toxicity;0.12;High Safety;0.46;Low Safety;0.59;Low Toxicity;0.83;Medium Toxicity;0.36;Low Safety;0.01;High Safety;0.55;Low Toxicity;0.02;High Safety;0.29;Medium Safety;0.02;High Safety;0.36;Low Safety;0.95;High Toxicity;0.74;Medium Toxicity;0.06;High Safety
C(/C=C/C=C/C)([H])=O;C19249;82334;2.4-Hexadienal;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.04;High Safety;0;High Safety;0.01;High Safety;0.01;High Safety;0.25;Medium Safety;0.76;Medium Toxicity;0.01;High Safety;0;High Safety;0.01;High Safety;0;High Safety;1;High Toxicity;0.1;High Safety;0.5;Low Toxicity;0.86;High Toxicity;1;High Toxicity;0.57;Low Toxicity;0.86;High Toxicity;0.45;Low Safety;0.01;High Safety;1;High Toxicity;0.06;High Safety;0.37;Low Safety;0.06;High Safety;0.41;Low Safety;1;High Toxicity;0.97;High Toxicity;0.3;Medium Safety
C([C@H](OC)[C@@H](C)/C=C(\C)/C=C/[C@@]1(NC([C@H](CCCNC(=N)N)NC([C@H]([C@H](C(O)=O)NC([C@H](CC(C)C)NC([C@@H](C)NC(C(N(C(CC[C@@H](NC([C@H]1C)=O)C(O)=O)=O)C)=C)=O)=O)=O)C)=O)=O)[H])C=2C=CC=CC2;C05371;6925;Microcystin LR;0.09;High Safety;0.03;High Safety;0;High Safety;0.07;High Safety;0.21;Medium Safety;0.01;High Safety;0;High Safety;0.16;High Safety;0.09;High Safety;0.36;Low Safety;0.02;High Safety;0.23;Medium Safety;0.1;High Safety;0.1;High Safety;0.17;Medium Safety;0.04;High Safety;0.56;Low Toxicity;0.69;Medium Toxicity;0.63;Low Toxicity;0.19;Medium Safety;0.01;High Safety;0.35;Low Safety;0;High Safety;0.39;Low Safety;0.17;Medium Safety;0.33;Medium Safety;0.72;Medium Toxicity;0.45;Low Safety;0.05;High Safety;0.01;High Safety;0.79;Medium Toxicity
C(=O)(C1=CC(=C(C=C1)O)O)O;C00230;36062;3.4-Dihydroxybenzoate;0.01;High Safety;0.02;High Safety;0.27;Medium Safety;0.01;High Safety;0.08;High Safety;0.17;Medium Safety;0.03;High Safety;0.03;High Safety;0.02;High Safety;0.16;High Safety;0.01;High Safety;0;High Safety;0.07;High Safety;0.01;High Safety;0.26;Medium Safety;0.15;High Safety;0.5;Low Toxicity;0.6;Low Toxicity;0.28;Medium Safety;0.08;High Safety;0.88;High Toxicity;0;High Safety;0.02;High Safety;0.46;Low Safety;0;High Safety;0.02;High Safety;0.49;Low Safety;0.25;Medium Safety;0.99;High Toxicity;0.15;High Safety;0.49;Low Safety
C(Oc1ccccc1)C1CO1;C19291;82367;Phenyl glycidyl ether;0;High Safety;0;High Safety;0.02;High Safety;0;High Safety;0.09;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0.06;High Safety;0;High Safety;0.02;High Safety;0.01;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.4;Low Safety;0.94;High Toxicity;0.98;High Toxicity;0.11;High Safety;0.48;Low Safety;0;High Safety;0.77;Medium Toxicity;0.02;High Safety;0.03;High Safety;0.56;Low Toxicity;0.74;Medium Toxicity;0.99;High Toxicity;0.88;High Toxicity;0;High Safety
C[As](C)([O-])=O;C07308;16223;Cacodylate;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.05;High Safety;0;High Safety;0.01;High Safety;0.02;High Safety;0.07;High Safety;0.1;High Safety;0;High Safety;0.42;Low Safety;0.02;High Safety;0.02;High Safety;0.35;Low Safety;0.15;High Safety;0.5;Low Toxicity;0.21;Medium Safety;0.22;Medium Safety;0.03;High Safety;0.03;High Safety;0.11;High Safety;0.01;High Safety;0.88;High Toxicity;0.02;High Safety;0.48;Low Safety;0;High Safety;0.39;Low Safety;0.99;High Toxicity;0.86;High Toxicity;0.33;Medium Safety
C[C@@H]1CC2=C(Cl)C=C(C(=O)N[C@@H](CC3=CC=CC=C3)C(O)=O)C(O)=C2C(=O)O1;C09955;7719;Ochratoxin A;0.01;High Safety;0.01;High Safety;0.03;High Safety;0.04;High Safety;0.16;High Safety;0;High Safety;0.11;High Safety;0.22;Medium Safety;0.1;High Safety;0.26;Medium Safety;0.01;High Safety;0.14;High Safety;0.39;Low Safety;0.05;High Safety;0;High Safety;0.1;High Safety;0.5;Low Toxicity;0.96;High Toxicity;0.66;Low Toxicity;0.08;High Safety;0.03;High Safety;0.17;Medium Safety;0;High Safety;0.48;Low Safety;0.05;High Safety;0.17;Medium Safety;0.6;Low Toxicity;0.17;Medium Safety;0.01;High Safety;0;High Safety;0.65;Low Toxicity
C[C@@H]1CCC(C(=O)C1)=C(C)C;C09893;35596;Pulegone;0.02;High Safety;0;High Safety;0.01;High Safety;0.03;High Safety;0.03;High Safety;0.01;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.1;High Safety;0.5;Low Toxicity;0.78;Medium Toxicity;0.85;High Toxicity;0.45;Low Safety;0.44;Low Safety;0;High Safety;0;High Safety;0.71;Medium Toxicity;0.03;High Safety;0.11;High Safety;0.21;Medium Safety;0.27;Medium Safety;0.96;High Toxicity;0.84;High Toxicity;0.15;High Safety
C[Hg]Cl;C11146;28216;Methylmercury chloride;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.07;High Safety;0.01;High Safety;0.01;High Safety;0.07;High Safety;0.06;High Safety;0.11;High Safety;0.02;High Safety;1;High Toxicity;0.04;High Safety;0.51;Low Toxicity;0.26;Medium Safety;0.15;High Safety;0.5;Low Toxicity;0.3;Medium Safety;0.31;Medium Safety;0.62;Low Toxicity;0.42;Low Safety;0.2;Medium Safety;0.01;High Safety;0.56;Low Toxicity;0.03;High Safety;0.47;Low Safety;0;High Safety;0.4;Low Safety;0.98;High Toxicity;0.9;High Toxicity;0.48;Low Safety
C[Hg+];C18672;49747;Methylmercury;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0.07;High Safety;0.01;High Safety;0.01;High Safety;0.06;High Safety;0.1;High Safety;0.12;High Safety;0;High Safety;0.32;Medium Safety;0.03;High Safety;0.19;Medium Safety;0.15;High Safety;0.15;High Safety;0.5;Low Toxicity;0.31;Medium Safety;0.14;High Safety;0.42;Low Safety;0.47;Low Safety;0.13;High Safety;0.01;High Safety;0.39;Low Safety;0.02;High Safety;0.36;Low Safety;0;High Safety;0.63;Low Toxicity;0.99;High Toxicity;0.85;High Toxicity;0.31;Medium Safety
C[N+]([O-])=O;C19275;77701;Nitromethane;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.05;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.64;Low Toxicity;0.02;High Safety;0;High Safety;0.01;High Safety;0.01;High Safety;0.28;Medium Safety;0;High Safety;0.5;Low Toxicity;0.25;Medium Safety;0.57;Low Toxicity;0.48;Low Safety;0.84;High Toxicity;0.24;Medium Safety;0.01;High Safety;0.85;High Toxicity;0.02;High Safety;0.34;Low Safety;0;High Safety;0.44;Low Safety;0.99;High Toxicity;0.77;Medium Toxicity;0;High Safety
C[N+](C)(C)CCOP([O-])(=O)OC[C@H](O)CO[*];C04317;30909;1-Organyl-2-lyso-sn-glycero-3-phosphocholine;0.01;High Safety;0.02;High Safety;0;High Safety;0.01;High Safety;0.08;High Safety;0;High Safety;0.02;High Safety;0.13;High Safety;0.05;High Safety;0.33;Medium Safety;0;High Safety;0.19;Medium Safety;0.03;High Safety;0.01;High Safety;0.31;Medium Safety;0.1;High Safety;0.5;Low Toxicity;0.35;Low Safety;0.41;Low Safety;0.97;High Toxicity;0.15;High Safety;0.04;High Safety;0.62;Low Toxicity;0.66;Low Toxicity;0.11;High Safety;0.23;Medium Safety;0.28;Medium Safety;0.86;High Toxicity;0.4;Low Safety;0.03;High Safety;0.58;Low Toxicity
C=1(C(=CC(Cl)=CC1)Cl)OC=2C=CC(=CC2)[N+]([O-])=O;C11065;7590;Nitrofen;0;High Safety;0;High Safety;0.22;Medium Safety;0;High Safety;0.12;High Safety;0.05;High Safety;0.03;High Safety;0.03;High Safety;0.12;High Safety;0.15;High Safety;0.07;High Safety;0;High Safety;0.89;High Toxicity;0.16;High Safety;1;High Toxicity;0;High Safety;0.5;Low Toxicity;0.97;High Toxicity;1;High Toxicity;0.03;High Safety;0.01;High Safety;0.79;Medium Toxicity;0.02;High Safety;0.89;High Toxicity;0.03;High Safety;0.21;Medium Safety;0.46;Low Safety;0.13;High Safety;0.78;Medium Toxicity;0.21;Medium Safety;0.15;High Safety
C=12[C@H]([C@@](CC(N)=O)(C)C=3[N+]1[Ni-2]45N6C(C3)=C(C(CCC(O)=O)=C6C=C7[N+]5=C(C=C8N4C(=C2)[C@]([C@@H]8CCC(O)=O)(CC(N)=O)C)C(=C7CCC(O)=O)CC(O)=O)CC(O)=O)CCC(O)=O;C21511;137696;Nickel-sirohydrochlorin a.c-diamide;0.14;High Safety;0.01;High Safety;0;High Safety;0.09;High Safety;0.14;High Safety;0.11;High Safety;0;High Safety;0.3;Medium Safety;0.17;Medium Safety;0.46;Low Safety;0.06;High Safety;0.31;Medium Safety;0.19;Medium Safety;0.04;High Safety;0.22;Medium Safety;0;High Safety;0.52;Low Toxicity;0.73;Medium Toxicity;0.64;Low Toxicity;0.28;Medium Safety;0.01;High Safety;0.45;Low Safety;0.13;High Safety;0.44;Low Safety;0.11;High Safety;0.28;Medium Safety;0.43;Low Safety;0.36;Low Safety;0;High Safety;0.02;High Safety;0.7;Medium Toxicity
C=12[C@H]([C@@](CC(O)=O)(C)C=3[N+]1[Ni-2]45N6C(C3)=C(C(CCC(O)=O)=C6C=C7[N+]5=C(C=C8N4C(=C2)[C@]([C@@H]8CCC(O)=O)(CC(O)=O)C)C(=C7CCC(O)=O)CC(O)=O)CC(O)=O)CCC(O)=O;C21510;137678;Nickel-sirohydrochlorin;0.13;High Safety;0.01;High Safety;0;High Safety;0.1;High Safety;0.14;High Safety;0.11;High Safety;0.01;High Safety;0.27;Medium Safety;0.18;Medium Safety;0.47;Low Safety;0.05;High Safety;0.28;Medium Safety;0.23;Medium Safety;0.05;High Safety;0.18;Medium Safety;0;High Safety;0.52;Low Toxicity;0.78;Medium Toxicity;0.71;Medium Toxicity;0.2;Medium Safety;0.01;High Safety;0.47;Low Safety;0.1;High Safety;0.44;Low Safety;0.15;High Safety;0.29;Medium Safety;0.48;Low Safety;0.33;Medium Safety;0;High Safety;0.02;High Safety;0.71;Medium Toxicity
C=1C=C(OCC)C=CC1NC(C)=O;C07591;8050;Phenacetin;0;High Safety;0;High Safety;0.37;Low Safety;0;High Safety;0.08;High Safety;0.03;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0.06;High Safety;0.01;High Safety;0.17;Medium Safety;0.01;High Safety;0.02;High Safety;1;High Toxicity;0.1;High Safety;0.51;Low Toxicity;0.93;High Toxicity;0.98;High Toxicity;0.27;Medium Safety;0.71;Medium Toxicity;0.44;Low Safety;0.03;High Safety;0.64;Low Toxicity;0.02;High Safety;0.05;High Safety;0.52;Low Toxicity;0.33;Medium Safety;0.5;Low Toxicity;0.07;High Safety;1;High Toxicity
C=CC#N;C01998;28217;Acrylonitrile;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.06;High Safety;0;High Safety;0.01;High Safety;0.11;High Safety;0;High Safety;0.09;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.28;Medium Safety;0.33;Medium Safety;0.7;Medium Toxicity;0.91;High Toxicity;1;High Toxicity;0.01;High Safety;0.48;Low Safety;0.04;High Safety;0.28;Medium Safety;0.02;High Safety;0.37;Low Safety;0.98;High Toxicity;0.83;Medium Toxicity;0;High Safety
C=CC=C;C16450;39478;1.3-Butadiene;0;High Safety;0.08;High Safety;0;High Safety;0;High Safety;0.07;High Safety;0;High Safety;0.01;High Safety;0.32;Medium Safety;0;High Safety;0.15;High Safety;0;High Safety;0.25;Medium Safety;0.01;High Safety;0;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.35;Low Safety;0.37;Low Safety;0.8;Medium Toxicity;0.75;Medium Toxicity;0.67;Medium Toxicity;0.01;High Safety;0.5;Low Toxicity;0.05;High Safety;0.29;Medium Safety;0.01;High Safety;0.37;Low Safety;0.97;High Toxicity;0.64;Low Toxicity;0;High Safety
C=Cc1ccccc1;C07083;27452;Styrene;0;High Safety;0;High Safety;0.04;High Safety;0;High Safety;0.07;High Safety;0;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0.01;High Safety;0.02;High Safety;0;High Safety;0;High Safety;0;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.81;Medium Toxicity;0.99;High Toxicity;0;High Safety;0.51;Low Toxicity;0.54;Low Toxicity;0;High Safety;0.77;Medium Toxicity;0.24;Medium Safety;0.24;Medium Safety;0.07;High Safety;0.42;Low Safety;1;High Toxicity;0.97;High Toxicity;0.26;Medium Safety
C1=C([C@H]([C@H](NC(C(Cl)Cl)=O)CO)O)C=CC(=C1)[N+]([O-])=O;C00918;17698;Chloramphenicol;0;High Safety;0.01;High Safety;0.06;High Safety;0;High Safety;0.12;High Safety;0.01;High Safety;0.02;High Safety;0.07;High Safety;0.01;High Safety;0.23;Medium Safety;0.03;High Safety;0;High Safety;0.11;High Safety;0.15;High Safety;0;High Safety;0.66;Low Toxicity;0.51;Low Toxicity;0.82;Medium Toxicity;0.95;High Toxicity;0.32;Medium Safety;0.04;High Safety;0.29;Medium Safety;0.01;High Safety;0.86;High Toxicity;0.03;High Safety;0.22;Medium Safety;0.26;Medium Safety;0.73;Medium Toxicity;0.06;High Safety;0.02;High Safety;0.94;High Toxicity
C1=C(C=CC(=C1)C=2C=CC(=CC2)N)N;C16444;80495;Benzidine;0;High Safety;0;High Safety;0.57;Low Toxicity;0.78;Medium Toxicity;0.35;Low Safety;0.02;High Safety;0.01;High Safety;0.08;High Safety;0;High Safety;0.14;High Safety;0.15;High Safety;0.01;High Safety;0.78;Medium Toxicity;0.09;High Safety;1;High Toxicity;0.15;High Safety;0.51;Low Toxicity;0.99;High Toxicity;0.99;High Toxicity;0;High Safety;0.17;Medium Safety;1;High Toxicity;0.98;High Toxicity;0.79;Medium Toxicity;0.03;High Safety;0.09;High Safety;0.97;High Toxicity;0.2;Medium Safety;0.97;High Toxicity;0.31;Medium Safety;0.52;Low Toxicity
C1=CC=CC(=C1N)OC;C19191;82288;ortho-Anisidine;0;High Safety;0;High Safety;0.87;High Toxicity;0;High Safety;0.07;High Safety;0.01;High Safety;0.01;High Safety;0.01;High Safety;0.2;Medium Safety;0.08;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.46;Low Safety;0.17;Medium Safety;0.6;Low Toxicity;0.48;Low Safety;0.46;Low Safety;0;High Safety;0.67;Medium Toxicity;0.01;High Safety;0.08;High Safety;0.18;Medium Safety;0.36;Low Safety;0.98;High Toxicity;0.58;Low Toxicity;0.01;High Safety
C1C2=CC=CC=C2C2=CC=CC=C12;C07715;28266;Fluorene;0;High Safety;0;High Safety;0.07;High Safety;0;High Safety;0.16;High Safety;0.06;High Safety;0.02;High Safety;0.02;High Safety;0.02;High Safety;0.06;High Safety;0.03;High Safety;0;High Safety;0.01;High Safety;0.02;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.96;High Toxicity;1;High Toxicity;0;High Safety;0.18;Medium Safety;1;High Toxicity;0.01;High Safety;0.93;High Toxicity;0.14;High Safety;0.12;High Safety;0.48;Low Safety;0.25;Medium Safety;0.98;High Toxicity;0.9;High Toxicity;0.23;Medium Safety
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56;C14318;34568;Benzo[ghi]perylene;0;High Safety;1;High Toxicity;0.99;High Toxicity;0;High Safety;0.36;Low Safety;0.1;High Safety;0.05;High Safety;0.4;Low Safety;0.08;High Safety;0.85;High Toxicity;0.03;High Safety;0;High Safety;0.16;High Safety;0.66;Low Toxicity;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.99;High Toxicity;1;High Toxicity;0.06;High Safety;0.01;High Safety;1;High Toxicity;0.34;Low Safety;0.96;High Toxicity;0.17;Medium Safety;0.48;Low Safety;0.58;Low Toxicity;0.29;Medium Safety;1;High Toxicity;0.49;Low Safety;0.2;Medium Safety
C1Cc2cccc3cccc1c23;C19312;22154;Acenaphthene;0;High Safety;0;High Safety;0.04;High Safety;0;High Safety;0.14;High Safety;0.04;High Safety;0.01;High Safety;0.05;High Safety;0.02;High Safety;0.09;High Safety;0;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.99;High Toxicity;0.99;High Toxicity;0.1;High Safety;0.35;Low Safety;1;High Toxicity;0.01;High Safety;0.79;Medium Toxicity;0.12;High Safety;0.13;High Safety;0.73;Medium Toxicity;0.24;Medium Safety;1;High Toxicity;0.93;High Toxicity;0.23;Medium Safety
c1cc2ccccc2o1;C14512;35260;Benzofuran;0;High Safety;0;High Safety;0.72;Medium Toxicity;0;High Safety;0.06;High Safety;0;High Safety;0.01;High Safety;0.03;High Safety;0.01;High Safety;0.01;High Safety;0.03;High Safety;0;High Safety;0.02;High Safety;0.02;High Safety;0;High Safety;0.15;High Safety;0.53;Low Toxicity;0.79;Medium Toxicity;0.99;High Toxicity;0.66;Low Toxicity;0.3;Medium Safety;0.42;Low Safety;0.01;High Safety;0.66;Low Toxicity;0.07;High Safety;0.14;High Safety;0.06;High Safety;0.23;Medium Safety;1;High Toxicity;0.85;High Toxicity;0.23;Medium Safety
c1ccc-2c(c1)-c1cccc3c4ccccc4cc-2c13;C14320;34565;Benzo[b]fluoranthene;0;High Safety;1;High Toxicity;0.98;High Toxicity;0;High Safety;0.34;Low Safety;0.08;High Safety;0.56;Low Toxicity;0.85;High Toxicity;0.04;High Safety;0.81;Medium Toxicity;0.2;Medium Safety;0.51;Low Toxicity;0.7;Medium Toxicity;0.47;Low Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;1;High Toxicity;1;High Toxicity;0.33;Medium Safety;0.02;High Safety;0.99;High Toxicity;0.44;Low Safety;0.98;High Toxicity;0.13;High Safety;0.57;Low Toxicity;0.85;High Toxicity;0.27;Medium Safety;1;High Toxicity;0.54;Low Toxicity;0.21;Medium Safety
c1ccc-2c(c1)-c1cccc3cccc-2c13;C19425;33083;Fluoranthene;0;High Safety;0;High Safety;0.12;High Safety;0;High Safety;0.57;Low Toxicity;0.22;Medium Safety;0.03;High Safety;0.27;Medium Safety;0.12;High Safety;0.1;High Safety;0.05;High Safety;0;High Safety;0.63;Low Toxicity;0.04;High Safety;0.61;Low Toxicity;0.15;High Safety;0.5;Low Toxicity;0.98;High Toxicity;1;High Toxicity;0.06;High Safety;0.09;High Safety;1;High Toxicity;0.4;Low Safety;0.9;High Toxicity;0.08;High Safety;0.48;Low Safety;0.72;Medium Toxicity;0.32;Medium Safety;0.98;High Toxicity;0.6;Low Toxicity;0.25;Medium Safety
