ko;genesymbol;genename;cpd;compoundclass;referenceAG;compoundname;enzyme_activity
K00133;asd;aspartate-semialdehyde dehydrogenase ;C07308;Metal;ATSDR;Cacodylate;dehydrogenase
K00134;GAPDH;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) ;C18676;Aliphatic;IARC2B;alpha-Chlorohydrin;dehydrogenase
K00134;GAPDH;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) ;C18676;Chlorinated;IARC2B;alpha-Chlorohydrin;dehydrogenase
K00138;aldB;aldehyde dehydrogenase ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
K00138;aldB;aldehyde dehydrogenase ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
K00138;aldB;aldehyde dehydrogenase ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
K00141;xylC;benzaldehyde dehydrogenase (NAD) ;C00587;Aromatic;WFD;3-Hydroxybenzoate;dehydrogenase
K00141;xylC;benzaldehyde dehydrogenase (NAD) ;C00587;Aromatic;EPC;3-Hydroxybenzoate;dehydrogenase
K00141;xylC;benzaldehyde dehydrogenase (NAD) ;C00587;Aromatic;ATSDR;3-Hydroxybenzoate;dehydrogenase
K00141;xylC;benzaldehyde dehydrogenase (NAD) ;C00587;Aromatic;PSL;3-Hydroxybenzoate;dehydrogenase
K00148;fdhA;glutathione-independent formaldehyde dehydrogenase ;C00067;Aliphatic;IARC1;Formaldehyde;dehydrogenase
K00148;fdhA;glutathione-independent formaldehyde dehydrogenase ;C00067;Aliphatic;PSL;Formaldehyde;dehydrogenase
K00148;fdhA;glutathione-independent formaldehyde dehydrogenase ;C00067;Aliphatic;ATSDR;Formaldehyde;dehydrogenase
K00149;ALDH9A1;aldehyde dehydrogenase family 9 member A1 ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
K00149;ALDH9A1;aldehyde dehydrogenase family 9 member A1 ;C11906;Inorganic;ATSDR;Sodium arsenite;dehydrogenase
K00149;ALDH9A1;aldehyde dehydrogenase family 9 member A1 ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
K00149;ALDH9A1;aldehyde dehydrogenase family 9 member A1 ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
K00149;ALDH9A1;aldehyde dehydrogenase family 9 member A1 ;C11906;Metal;ATSDR;Sodium arsenite;dehydrogenase
K00152;nahF;salicylaldehyde dehydrogenase ;C00805;Aromatic;PSL;Salicylate;dehydrogenase
K00152;nahF;salicylaldehyde dehydrogenase ;C00805;Aromatic;EPC;Salicylate;dehydrogenase
K00152;nahF;salicylaldehyde dehydrogenase ;C00805;Aromatic;WFD;Salicylate;dehydrogenase
K00152;nahF;salicylaldehyde dehydrogenase ;C00805;Aromatic;ATSDR;Salicylate;dehydrogenase
K00157;AOX;aldehyde oxidase ;C14592;Nitrogen-containing;IARC2A;N-Methyl-N'-nitro-N-nitrosoguanidine;oxidase
K00157;AOX;aldehyde oxidase ;C07557;Chlorinated;EPC;2,3,7,8-Tetrachlorodibenzodioxin;oxidase
K00157;AOX;aldehyde oxidase ;C07557;Chlorinated;PSL;2,3,7,8-Tetrachlorodibenzodioxin;oxidase
K00157;AOX;aldehyde oxidase ;C14592;Inorganic;IARC2A;N-Methyl-N'-nitro-N-nitrosoguanidine;oxidase
K00157;AOX;aldehyde oxidase ;C01553;Polyaromatic;IARC2B;Amsacrine;oxidase
K00157;AOX;aldehyde oxidase ;C14595;Aliphatic;IARC2A;Methylnitrosourea;oxidase
K00157;AOX;aldehyde oxidase ;C01553;Sulfur-containing;IARC2B;Amsacrine;oxidase
K00157;AOX;aldehyde oxidase ;C07557;Polyaromatic;PSL;2,3,7,8-Tetrachlorodibenzodioxin;oxidase
K00157;AOX;aldehyde oxidase ;C07557;Polyaromatic;EPA;2,3,7,8-Tetrachlorodibenzodioxin;oxidase
K00157;AOX;aldehyde oxidase ;C07557;Polyaromatic;EPC;2,3,7,8-Tetrachlorodibenzodioxin;oxidase
K00157;AOX;aldehyde oxidase ;C07557;Chlorinated;EPA;2,3,7,8-Tetrachlorodibenzodioxin;oxidase
K00157;AOX;aldehyde oxidase ;C01553;Nitrogen-containing;IARC2B;Amsacrine;oxidase
K00157;AOX;aldehyde oxidase ;C14421;Nitrogen-containing;IARC2A;1-Nitropyrene;oxidase
K00157;AOX;aldehyde oxidase ;C07557;Polyaromatic;WFD;2,3,7,8-Tetrachlorodibenzodioxin;oxidase
K00157;AOX;aldehyde oxidase ;C07557;Chlorinated;WFD;2,3,7,8-Tetrachlorodibenzodioxin;oxidase
K00157;AOX;aldehyde oxidase ;C14595;Nitrogen-containing;IARC2A;Methylnitrosourea;oxidase
K00157;AOX;aldehyde oxidase ;C07557;Polyaromatic;ATSDR;2,3,7,8-Tetrachlorodibenzodioxin;oxidase
K00157;AOX;aldehyde oxidase ;C14421;Polyaromatic;IARC2A;1-Nitropyrene;oxidase
K00157;AOX;aldehyde oxidase ;C07557;Chlorinated;ATSDR;2,3,7,8-Tetrachlorodibenzodioxin;oxidase
K00192;cdhA;anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha ;C00237;Inorganic;ATSDR;CO;dehydrogenase
K00193;cdhC;acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta ;C00237;Inorganic;ATSDR;CO;decarbonylase
K00194;cdhD;acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta ;C00237;Inorganic;ATSDR;CO;decarbonylase
K00195;cdhB;anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit epsilon;C00237;Inorganic;ATSDR;CO;dehydrogenase
K00196;cooF;anaerobic carbon-monoxide dehydrogenase iron sulfur subunit;C00237;Inorganic;ATSDR;CO;dehydrogenase
K00197;cdhE;acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma ;C00237;Inorganic;ATSDR;CO;decarbonylase
K00198;cooS;anaerobic carbon-monoxide dehydrogenase catalytic subunit ;C00237;Inorganic;ATSDR;CO;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C00090;Aromatic;IARC2B;Catechol;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C11043;Chlorinated;ATSDR;Methoxychlor;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C03012;Polyaromatic;EPC;Naphthalene-1,2-diol;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C00090;Aromatic;WFD;Catechol;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C11043;Polyaromatic;ATSDR;Methoxychlor;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C16453;Nitrogen-containing;IARC1;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C19256;Aromatic;IARC2B;Merphalan;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C00090;Aromatic;EPC;Catechol;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C16453;Aliphatic;IARC1;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C03012;Polyaromatic;WFD;Naphthalene-1,2-diol;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C03012;Polyaromatic;ATSDR;Naphthalene-1,2-diol;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C19256;Chlorinated;IARC2B;Merphalan;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C14512;Aromatic;IARC2B;Benzofuran;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C03012;Polyaromatic;PSL;Naphthalene-1,2-diol;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C19256;Nitrogen-containing;IARC2B;Merphalan;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C00090;Aromatic;PSL;Catechol;dehydrogenase
K00212;AKR1C1;20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase ;C00090;Aromatic;ATSDR;Catechol;dehydrogenase
K00213;DHCR7;7-dehydrocholesterol reductase ;C14704;Nitrogen-containing;PSL;N-Nitrosodimethylamine;reductase
K00213;DHCR7;7-dehydrocholesterol reductase ;C14704;Aliphatic;ATSDR;N-Nitrosodimethylamine;reductase
K00213;DHCR7;7-dehydrocholesterol reductase ;C14704;Aliphatic;IARC2A;N-Nitrosodimethylamine;reductase
K00213;DHCR7;7-dehydrocholesterol reductase ;C14704;Aliphatic;PSL;N-Nitrosodimethylamine;reductase
K00213;DHCR7;7-dehydrocholesterol reductase ;C14704;Aliphatic;EPA;N-Nitrosodimethylamine;reductase
K00213;DHCR7;7-dehydrocholesterol reductase ;C14704;Nitrogen-containing;ATSDR;N-Nitrosodimethylamine;reductase
K00213;DHCR7;7-dehydrocholesterol reductase ;C14704;Nitrogen-containing;EPA;N-Nitrosodimethylamine;reductase
K00213;DHCR7;7-dehydrocholesterol reductase ;C14704;Nitrogen-containing;IARC2A;N-Nitrosodimethylamine;reductase
K00217;E1.3.1.32;maleylacetate reductase ;C01324;Inorganic;ATSDR;Bromide;reductase
K00221;E4.99.1.2;alkylmercury lyase ;C11146;Organometallic;IARC2B;Methylmercury chloride;lyase
K00221;E4.99.1.2;alkylmercury lyase ;C00703;Metal;WFD;Mercury(2+);lyase
K00221;E4.99.1.2;alkylmercury lyase ;C11146;Organometallic;EPC;Methylmercury chloride;lyase
K00221;E4.99.1.2;alkylmercury lyase ;C01438;Aliphatic;ATSDR;Methane;lyase
K00221;E4.99.1.2;alkylmercury lyase ;C18672;Metal;IARC2B;Methylmercury;lyase
K00221;E4.99.1.2;alkylmercury lyase ;C18672;Metal;ATSDR;Methylmercury;lyase
K00221;E4.99.1.2;alkylmercury lyase ;C11146;Chlorinated;IARC2B;Methylmercury chloride;lyase
K00221;E4.99.1.2;alkylmercury lyase ;C11146;Chlorinated;WFD;Methylmercury chloride;lyase
K00221;E4.99.1.2;alkylmercury lyase ;C18672;Metal;EPC;Methylmercury;lyase
K00221;E4.99.1.2;alkylmercury lyase ;C00703;Metal;EPC;Mercury(2+);lyase
K00221;E4.99.1.2;alkylmercury lyase ;C18672;Organometallic;IARC2B;Methylmercury;lyase
K00221;E4.99.1.2;alkylmercury lyase ;C18672;Metal;WFD;Methylmercury;lyase
K00221;E4.99.1.2;alkylmercury lyase ;C11146;Organometallic;WFD;Methylmercury chloride;lyase
K00221;E4.99.1.2;alkylmercury lyase ;C11146;Chlorinated;EPC;Methylmercury chloride;lyase
K00221;E4.99.1.2;alkylmercury lyase ;C18672;Organometallic;EPC;Methylmercury;lyase
K00221;E4.99.1.2;alkylmercury lyase ;C18672;Organometallic;WFD;Methylmercury;lyase
K00221;E4.99.1.2;alkylmercury lyase ;C18672;Organometallic;ATSDR;Methylmercury;lyase
K00231;PPOX;protoporphyrinogen/coproporphyrinogen III oxidase ;C11065;Chlorinated;IARC2B;Nitrofen;oxidase
K00231;PPOX;protoporphyrinogen/coproporphyrinogen III oxidase ;C11065;Nitrogen-containing;IARC2B;Nitrofen;oxidase
K00231;PPOX;protoporphyrinogen/coproporphyrinogen III oxidase ;C11065;Polyaromatic;IARC2B;Nitrofen;oxidase
K00232;E1.3.3.6;acyl-CoA oxidase ;C18142;Sulfur-containing;WFD;Perfluorooctanesulfonic acid;oxidase
K00232;E1.3.3.6;acyl-CoA oxidase ;C18142;Sulfur-containing;ATSDR;Perfluorooctanesulfonic acid;oxidase
K00232;E1.3.3.6;acyl-CoA oxidase ;C18142;Halogenated;WFD;Perfluorooctanesulfonic acid;oxidase
K00232;E1.3.3.6;acyl-CoA oxidase ;C18142;Halogenated;ATSDR;Perfluorooctanesulfonic acid;oxidase
K00232;E1.3.3.6;acyl-CoA oxidase ;C18142;Halogenated;EPC;Perfluorooctanesulfonic acid;oxidase
K00232;E1.3.3.6;acyl-CoA oxidase ;C18142;Sulfur-containing;EPC;Perfluorooctanesulfonic acid;oxidase
K00248;ACADS;butyryl-CoA dehydrogenase ;C11146;Organometallic;EPC;Methylmercury chloride;dehydrogenase
K00248;ACADS;butyryl-CoA dehydrogenase ;C11146;Chlorinated;IARC2B;Methylmercury chloride;dehydrogenase
K00248;ACADS;butyryl-CoA dehydrogenase ;C11146;Organometallic;WFD;Methylmercury chloride;dehydrogenase
K00248;ACADS;butyryl-CoA dehydrogenase ;C11146;Organometallic;IARC2B;Methylmercury chloride;dehydrogenase
K00248;ACADS;butyryl-CoA dehydrogenase ;C11146;Chlorinated;EPC;Methylmercury chloride;dehydrogenase
K00248;ACADS;butyryl-CoA dehydrogenase ;C11146;Chlorinated;WFD;Methylmercury chloride;dehydrogenase
K00249;ACADM;acyl-CoA dehydrogenase ;C11146;Organometallic;WFD;Methylmercury chloride;dehydrogenase
K00249;ACADM;acyl-CoA dehydrogenase ;C11146;Chlorinated;EPC;Methylmercury chloride;dehydrogenase
K00249;ACADM;acyl-CoA dehydrogenase ;C11146;Chlorinated;IARC2B;Methylmercury chloride;dehydrogenase
K00249;ACADM;acyl-CoA dehydrogenase ;C11146;Chlorinated;WFD;Methylmercury chloride;dehydrogenase
K00249;ACADM;acyl-CoA dehydrogenase ;C11146;Organometallic;EPC;Methylmercury chloride;dehydrogenase
K00249;ACADM;acyl-CoA dehydrogenase ;C11146;Organometallic;IARC2B;Methylmercury chloride;dehydrogenase
K00251;AKR1D1;3-oxo-5-beta-steroid 4-dehydrogenase ;C19238;Aliphatic;IARC2B;Ethyl acrylate;dehydrogenase
K00255;ACADL;long-chain-acyl-CoA dehydrogenase ;C11146;Chlorinated;EPC;Methylmercury chloride;dehydrogenase
K00255;ACADL;long-chain-acyl-CoA dehydrogenase ;C11146;Chlorinated;WFD;Methylmercury chloride;dehydrogenase
K00255;ACADL;long-chain-acyl-CoA dehydrogenase ;C11146;Chlorinated;IARC2B;Methylmercury chloride;dehydrogenase
K00255;ACADL;long-chain-acyl-CoA dehydrogenase ;C11146;Organometallic;WFD;Methylmercury chloride;dehydrogenase
K00255;ACADL;long-chain-acyl-CoA dehydrogenase ;C11146;Organometallic;IARC2B;Methylmercury chloride;dehydrogenase
K00255;ACADL;long-chain-acyl-CoA dehydrogenase ;C11146;Organometallic;EPC;Methylmercury chloride;dehydrogenase
K00259;ald;alanine dehydrogenase ;C00014;Nitrogen-containing;ATSDR;Ammonia;dehydrogenase
K00259;ald;alanine dehydrogenase ;C00014;Nitrogen-containing;PSL;Ammonia;dehydrogenase
K00260;gudB;glutamate dehydrogenase ;C00014;Nitrogen-containing;ATSDR;Ammonia;dehydrogenase
K00260;gudB;glutamate dehydrogenase ;C00014;Nitrogen-containing;PSL;Ammonia;dehydrogenase
K00261;GLUD1_2;glutamate dehydrogenase (NAD(P)+) ;C00014;Nitrogen-containing;ATSDR;Ammonia;dehydrogenase
K00261;GLUD1_2;glutamate dehydrogenase (NAD(P)+) ;C00014;Nitrogen-containing;PSL;Ammonia;dehydrogenase
K00262;E1.4.1.4;glutamate dehydrogenase (NADP+) ;C00014;Nitrogen-containing;PSL;Ammonia;dehydrogenase
K00262;E1.4.1.4;glutamate dehydrogenase (NADP+) ;C00014;Nitrogen-containing;ATSDR;Ammonia;dehydrogenase
K00263;E1.4.1.9;leucine dehydrogenase ;C00014;Nitrogen-containing;ATSDR;Ammonia;dehydrogenase
K00263;E1.4.1.9;leucine dehydrogenase ;C00014;Nitrogen-containing;PSL;Ammonia;dehydrogenase
K00263;E1.4.1.9;leucine dehydrogenase ;C19263;Aliphatic;IARC2B;Methyl isobutyl ketone;dehydrogenase
K00264;GLT1;glutamate synthase (NADH) ;C00014;Nitrogen-containing;ATSDR;Ammonia;synthase
K00264;GLT1;glutamate synthase (NADH) ;C00014;Nitrogen-containing;PSL;Ammonia;synthase
K00265;gltB;glutamate synthase (NADPH) large chain ;C00014;Nitrogen-containing;PSL;Ammonia;synthase
K00265;gltB;glutamate synthase (NADPH) large chain ;C11906;Metal;ATSDR;Sodium arsenite;synthase
K00265;gltB;glutamate synthase (NADPH) large chain ;C11906;Inorganic;ATSDR;Sodium arsenite;synthase
K00265;gltB;glutamate synthase (NADPH) large chain ;C00014;Nitrogen-containing;ATSDR;Ammonia;synthase
K00266;gltD;glutamate synthase (NADPH) small chain ;C00014;Nitrogen-containing;PSL;Ammonia;synthase
K00266;gltD;glutamate synthase (NADPH) small chain ;C00014;Nitrogen-containing;ATSDR;Ammonia;synthase
K00266;gltD;glutamate synthase (NADPH) small chain ;C11906;Inorganic;ATSDR;Sodium arsenite;synthase
K00266;gltD;glutamate synthase (NADPH) small chain ;C11906;Metal;ATSDR;Sodium arsenite;synthase
K00270;pdh;phenylalanine dehydrogenase ;C00014;Nitrogen-containing;ATSDR;Ammonia;dehydrogenase
K00270;pdh;phenylalanine dehydrogenase ;C00014;Nitrogen-containing;PSL;Ammonia;dehydrogenase
K00271;vdh;valine dehydrogenase (NAD+) ;C00014;Nitrogen-containing;ATSDR;Ammonia;dehydrogenase
K00271;vdh;valine dehydrogenase (NAD+) ;C00014;Nitrogen-containing;PSL;Ammonia;dehydrogenase
K00272;DDO;D-aspartate oxidase ;C00014;Nitrogen-containing;ATSDR;Ammonia;oxidase
K00272;DDO;D-aspartate oxidase ;C00014;Nitrogen-containing;PSL;Ammonia;oxidase
K00273;DAO;D-amino-acid oxidase ;C00014;Nitrogen-containing;PSL;Ammonia;oxidase
K00273;DAO;D-amino-acid oxidase ;C00014;Nitrogen-containing;ATSDR;Ammonia;oxidase
K00274;MAO;monoamine oxidase ;C07675;Nitrogen-containing;IARC2A;Pioglitazone;oxidase
K00274;MAO;monoamine oxidase ;C07675;Sulfur-containing;IARC2A;Pioglitazone;oxidase
K00274;MAO;monoamine oxidase ;C07675;Aromatic;IARC2A;Pioglitazone;oxidase
K00274;MAO;monoamine oxidase ;C00014;Nitrogen-containing;PSL;Ammonia;oxidase
K00274;MAO;monoamine oxidase ;C19263;Aliphatic;IARC2B;Methyl isobutyl ketone;oxidase
K00274;MAO;monoamine oxidase ;C00014;Nitrogen-containing;ATSDR;Ammonia;oxidase
K00275;pdxH;pyridoxamine 5'-phosphate oxidase ;C00014;Nitrogen-containing;PSL;Ammonia;oxidase
K00275;pdxH;pyridoxamine 5'-phosphate oxidase ;C00014;Nitrogen-containing;ATSDR;Ammonia;oxidase
K00276;AOC3;primary-amine oxidase ;C00067;Aliphatic;IARC1;Formaldehyde;oxidase
K00276;AOC3;primary-amine oxidase ;C00014;Nitrogen-containing;PSL;Ammonia;oxidase
K00276;AOC3;primary-amine oxidase ;C00067;Aliphatic;ATSDR;Formaldehyde;oxidase
K00276;AOC3;primary-amine oxidase ;C00014;Nitrogen-containing;ATSDR;Ammonia;oxidase
K00276;AOC3;primary-amine oxidase ;C00067;Aliphatic;PSL;Formaldehyde;oxidase
K00277;LOX;protein-lysine 6-oxidase ;C00014;Nitrogen-containing;PSL;Ammonia;oxidase
K00277;LOX;protein-lysine 6-oxidase ;C00014;Nitrogen-containing;ATSDR;Ammonia;oxidase
K00278;nadB;L-aspartate oxidase ;C00014;Nitrogen-containing;ATSDR;Ammonia;oxidase
K00278;nadB;L-aspartate oxidase ;C00014;Nitrogen-containing;PSL;Ammonia;oxidase
K00278;nadB;L-aspartate oxidase ;C19300;Inorganic;IARC2B;Tetranitromethane;oxidase
K00278;nadB;L-aspartate oxidase ;C19300;Nitrogen-containing;IARC2B;Tetranitromethane;oxidase
K00281;GLDC;glycine cleavage system P protein (glycine dehydrogenase) ;C00014;Nitrogen-containing;ATSDR;Ammonia;dehydrogenase
K00281;GLDC;glycine cleavage system P protein (glycine dehydrogenase) ;C00014;Nitrogen-containing;PSL;Ammonia;dehydrogenase
K00282;gcvPA;glycine cleavage system P protein (glycine dehydrogenase) subunit 1 ;C00014;Nitrogen-containing;PSL;Ammonia;dehydrogenase
K00282;gcvPA;glycine cleavage system P protein (glycine dehydrogenase) subunit 1 ;C00014;Nitrogen-containing;ATSDR;Ammonia;dehydrogenase
K00283;gcvPB;glycine cleavage system P protein (glycine dehydrogenase) subunit 2 ;C00014;Nitrogen-containing;ATSDR;Ammonia;dehydrogenase
K00283;gcvPB;glycine cleavage system P protein (glycine dehydrogenase) subunit 2 ;C00014;Nitrogen-containing;PSL;Ammonia;dehydrogenase
K00284;GLU;glutamate synthase (ferredoxin) ;C18428;Chlorinated;ATSDR;Diuron;synthase
K00284;GLU;glutamate synthase (ferredoxin) ;C18428;Aromatic;EPC;Diuron;synthase
K00284;GLU;glutamate synthase (ferredoxin) ;C00014;Nitrogen-containing;PSL;Ammonia;synthase
K00284;GLU;glutamate synthase (ferredoxin) ;C18428;Chlorinated;WFD;Diuron;synthase
K00284;GLU;glutamate synthase (ferredoxin) ;C18428;Nitrogen-containing;WFD;Diuron;synthase
K00284;GLU;glutamate synthase (ferredoxin) ;C00014;Nitrogen-containing;ATSDR;Ammonia;synthase
K00284;GLU;glutamate synthase (ferredoxin) ;C18428;Aromatic;WFD;Diuron;synthase
K00284;GLU;glutamate synthase (ferredoxin) ;C18428;Aromatic;ATSDR;Diuron;synthase
K00284;GLU;glutamate synthase (ferredoxin) ;C18428;Nitrogen-containing;ATSDR;Diuron;synthase
K00284;GLU;glutamate synthase (ferredoxin) ;C18428;Nitrogen-containing;EPC;Diuron;synthase
K00284;GLU;glutamate synthase (ferredoxin) ;C18428;Chlorinated;EPC;Diuron;synthase
K00285;dadA;D-amino-acid dehydrogenase ;C00014;Nitrogen-containing;ATSDR;Ammonia;dehydrogenase
K00285;dadA;D-amino-acid dehydrogenase ;C00014;Nitrogen-containing;PSL;Ammonia;dehydrogenase
K00287;DHFR;dihydrofolate reductase ;C11146;Organometallic;WFD;Methylmercury chloride;reductase
K00287;DHFR;dihydrofolate reductase ;C07041;Nitrogen-containing;IARC2B;Hydrochlorothiazide;reductase
K00287;DHFR;dihydrofolate reductase ;C11146;Chlorinated;EPC;Methylmercury chloride;reductase
K00287;DHFR;dihydrofolate reductase ;C11146;Chlorinated;IARC2B;Methylmercury chloride;reductase
K00287;DHFR;dihydrofolate reductase ;C11146;Organometallic;EPC;Methylmercury chloride;reductase
K00287;DHFR;dihydrofolate reductase ;C07041;Sulfur-containing;IARC2B;Hydrochlorothiazide;reductase
K00287;DHFR;dihydrofolate reductase ;C11146;Organometallic;IARC2B;Methylmercury chloride;reductase
K00287;DHFR;dihydrofolate reductase ;C07041;Chlorinated;IARC2B;Hydrochlorothiazide;reductase
K00287;DHFR;dihydrofolate reductase ;C11146;Chlorinated;WFD;Methylmercury chloride;reductase
K00287;DHFR;dihydrofolate reductase ;C07041;Aromatic;IARC2B;Hydrochlorothiazide;reductase
K00299;ssuE;FMN reductase ;C00067;Aliphatic;PSL;Formaldehyde;reductase
K00299;ssuE;FMN reductase ;C00067;Aliphatic;IARC1;Formaldehyde;reductase
K00299;ssuE;FMN reductase ;C00067;Aliphatic;ATSDR;Formaldehyde;reductase
K00301;E1.5.3.1;sarcosine oxidase ;C00067;Aliphatic;PSL;Formaldehyde;oxidase
K00301;E1.5.3.1;sarcosine oxidase ;C00067;Aliphatic;IARC1;Formaldehyde;oxidase
K00301;E1.5.3.1;sarcosine oxidase ;C00067;Aliphatic;ATSDR;Formaldehyde;oxidase
K00302;soxA;sarcosine oxidase, subunit alpha ;C00067;Aliphatic;ATSDR;Formaldehyde;oxidase
K00302;soxA;sarcosine oxidase, subunit alpha ;C00067;Aliphatic;IARC1;Formaldehyde;oxidase
K00302;soxA;sarcosine oxidase, subunit alpha ;C00067;Aliphatic;PSL;Formaldehyde;oxidase
K00303;soxB;sarcosine oxidase, subunit beta ;C00067;Aliphatic;PSL;Formaldehyde;oxidase
K00303;soxB;sarcosine oxidase, subunit beta ;C00067;Aliphatic;ATSDR;Formaldehyde;oxidase
K00303;soxB;sarcosine oxidase, subunit beta ;C00067;Aliphatic;IARC1;Formaldehyde;oxidase
K00304;soxD;sarcosine oxidase, subunit delta ;C00067;Aliphatic;ATSDR;Formaldehyde;oxidase
K00304;soxD;sarcosine oxidase, subunit delta ;C00067;Aliphatic;PSL;Formaldehyde;oxidase
K00304;soxD;sarcosine oxidase, subunit delta ;C00067;Aliphatic;IARC1;Formaldehyde;oxidase
K00305;soxG;sarcosine oxidase, subunit gamma ;C00067;Aliphatic;PSL;Formaldehyde;oxidase
K00305;soxG;sarcosine oxidase, subunit gamma ;C00067;Aliphatic;IARC1;Formaldehyde;oxidase
K00305;soxG;sarcosine oxidase, subunit gamma ;C00067;Aliphatic;ATSDR;Formaldehyde;oxidase
K00306;PIPOX;sarcosine oxidase / L-pipecolate oxidase ;C00067;Aliphatic;PSL;Formaldehyde;oxidase
K00306;PIPOX;sarcosine oxidase / L-pipecolate oxidase ;C00067;Aliphatic;ATSDR;Formaldehyde;oxidase
K00306;PIPOX;sarcosine oxidase / L-pipecolate oxidase ;C00067;Aliphatic;IARC1;Formaldehyde;oxidase
K00317;dmd-tmd;dimethylamine/trimethylamine dehydrogenase ;C00067;Aliphatic;IARC1;Formaldehyde;dehydrogenase
K00317;dmd-tmd;dimethylamine/trimethylamine dehydrogenase ;C00067;Aliphatic;PSL;Formaldehyde;dehydrogenase
K00317;dmd-tmd;dimethylamine/trimethylamine dehydrogenase ;C00067;Aliphatic;ATSDR;Formaldehyde;dehydrogenase
K00326;CYB5R;cytochrome-b5 reductase ;C07569;Sulfur-containing;IARC2B;Propylthiouracil;reductase
K00326;CYB5R;cytochrome-b5 reductase ;C07569;Aliphatic;IARC2B;Propylthiouracil;reductase
K00327;POR;NADPH-ferrihemoprotein reductase ;C11195;Nitrogen-containing;IARC2B;Mitoxantrone;reductase
K00327;POR;NADPH-ferrihemoprotein reductase ;C07569;Aliphatic;IARC2B;Propylthiouracil;reductase
K00327;POR;NADPH-ferrihemoprotein reductase ;C11195;Polyaromatic;IARC2B;Mitoxantrone;reductase
K00327;POR;NADPH-ferrihemoprotein reductase ;C14286;Polyaromatic;IARC2B;Phenolphthalein;reductase
K00327;POR;NADPH-ferrihemoprotein reductase ;C07569;Sulfur-containing;IARC2B;Propylthiouracil;reductase
K00330;nuoA;NADH-quinone oxidoreductase subunit A ;C07210;Nitrogen-containing;IARC2B;Zidovudine;oxidoreductase
K00331;nuoB;NADH-quinone oxidoreductase subunit B ;C07210;Nitrogen-containing;IARC2B;Zidovudine;oxidoreductase
